nDemes	nIndMaxPerDeme	Ntot	ntrlMuteRate	nQuantiLoci	selfingRate	fecundity	migRate	extRate	colonizationModel	recolonization	atGeneration	sexSystem	sexAvantage	seed	meanFemAlloc	sdFemAlloc	meanFemAllocCosexual	sdFemAllocCosexual	cosexualProportion	expFST_Nmax	expFST_Nobs	expFST_Rousset_Nmax
1000	100	100000	1e-05	1	0.200000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16146	0.984910	0.020576	0.984910	0.020576	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.300000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16147	0.990321	0.013593	0.990321	0.013593	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.400000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16148	0.988242	0.017688	0.988242	0.017688	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.500000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16149	0.986855	0.020389	0.986855	0.020389	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.600000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16150	0.994818	0.012805	0.994818	0.012805	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.700000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16151	0.990041	0.012765	0.990041	0.012765	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.800000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16152	0.993268	0.013597	0.993268	0.013597	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.900000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16153	0.996217	0.005070	0.996217	0.005070	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	1.000000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16154	0.997011	0.001479	0.997011	0.001479	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.000000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16155	0.992222	0.008455	0.992222	0.008455	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.100000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16156	0.985822	0.000128	0.985822	0.000128	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.200000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16157	0.988074	0.011474	0.988074	0.011474	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.300000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16158	0.989265	0.003194	0.989265	0.003194	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.400000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16159	0.986740	0.001961	0.986740	0.001961	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.500000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16160	0.994734	0.001235	0.994734	0.001235	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.600000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16161	0.994265	0.000250	0.994265	0.000250	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.700000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16162	0.976818	0.000251	0.976818	0.000251	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.800000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16163	0.999585	0.004950	0.999585	0.004950	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.900000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16164	0.981496	0.001500	0.981496	0.001500	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	1.000000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16165	0.999947	0.000126	0.999947	0.000126	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.000000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16166	0.500493	0.038323	0.500493	0.038323	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.100000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16167	0.551999	0.033050	0.551999	0.033050	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.200000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16168	0.603152	0.036421	0.603152	0.036421	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.300000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16169	0.655531	0.028034	0.655531	0.028034	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.400000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16170	0.700455	0.027960	0.700455	0.027960	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.500000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16171	0.750664	0.024396	0.750664	0.024396	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.600000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16172	0.797512	0.021875	0.797512	0.021875	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.700000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16173	0.849857	0.019944	0.849857	0.019944	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.800000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16174	0.900635	0.013140	0.900635	0.013140	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.900000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16175	0.949364	0.009102	0.949364	0.009102	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	1.000000	5000	0.100000	0.000000	propagulePool	1	3000	0	1.000000	16176	0.997901	0.002341	0.997901	0.002341	1.000000	0.713979	0.713979	0.713979
1000	100	100000	1e-05	1	0.000000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16177	0.855544	0.012358	0.855544	0.012358	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.100000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16178	0.896052	0.006035	0.896052	0.006035	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.200000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16179	0.884023	0.005376	0.884023	0.005376	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.300000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16180	0.912572	0.011131	0.912572	0.011131	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.400000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16181	0.915674	0.023732	0.915674	0.023732	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.500000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16182	0.940707	0.014794	0.940707	0.014794	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.600000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16183	0.952514	0.028424	0.952514	0.028424	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.700000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16184	0.961662	0.005887	0.961662	0.005887	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.800000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16185	0.968293	0.004805	0.968293	0.004805	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.900000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16186	0.982916	0.007634	0.982916	0.007634	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	1.000000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16187	0.992184	0.000415	0.992184	0.000415	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.000000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16188	0.980483	0.011412	0.980483	0.011412	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.100000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16189	0.973262	0.000158	0.973262	0.000158	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.200000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16190	0.969778	0.000347	0.969778	0.000347	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.300000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16191	0.972596	0.000728	0.972596	0.000728	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.400000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16192	0.981700	0.000124	0.981700	0.000124	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.500000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16193	0.974263	0.000549	0.974263	0.000549	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.600000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16194	0.985774	0.000429	0.985774	0.000429	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.700000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16195	0.978417	0.000119	0.978417	0.000119	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.800000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16196	0.987099	0.001751	0.987099	0.001751	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.900000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16197	0.995241	0.003819	0.995241	0.003819	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	1.000000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16198	0.992935	0.000383	0.992935	0.000383	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.000000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16199	0.500367	0.024655	0.500367	0.024655	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.100000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16200	0.552171	0.021458	0.552171	0.021458	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.200000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16201	0.600116	0.022181	0.600116	0.022181	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.300000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16202	0.654754	0.022349	0.654754	0.022349	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.400000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16203	0.701337	0.017863	0.701337	0.017863	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.500000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16204	0.749982	0.018468	0.749982	0.018468	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.600000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16205	0.803402	0.012240	0.803402	0.012240	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.700000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16206	0.850360	0.014506	0.850360	0.014506	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.800000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16207	0.899468	0.011666	0.899468	0.011666	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.900000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16208	0.950218	0.007680	0.950218	0.007680	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	1.000000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16209	0.999540	0.001421	0.999540	0.001421	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.000000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16210	0.682149	0.032491	0.682149	0.032491	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.100000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16211	0.720520	0.014782	0.720520	0.014782	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.200000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16212	0.744804	0.001114	0.744804	0.001114	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.300000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16213	0.759761	0.015341	0.759761	0.015341	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.400000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16214	0.810090	0.014588	0.810090	0.014588	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.500000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16215	0.833693	0.008528	0.833693	0.008528	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.600000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16216	0.866768	0.010457	0.866768	0.010457	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.700000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16217	0.904391	0.019005	0.904391	0.019005	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.800000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16218	0.946506	0.011127	0.946506	0.011127	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.900000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16219	0.973797	0.005408	0.973797	0.005408	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	1.000000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16220	0.997672	0.001140	0.997672	0.001140	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.000000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16221	0.879711	0.000097	0.879711	0.000097	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.100000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16222	0.882259	0.000018	0.882259	0.000018	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.200000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16223	0.918300	0.000112	0.918300	0.000112	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.300000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16224	0.916272	0.000281	0.916272	0.000281	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.400000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16225	0.932642	0.000890	0.932642	0.000890	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.500000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16226	0.936059	0.000245	0.936059	0.000245	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.600000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16227	0.963466	0.000130	0.963466	0.000130	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.700000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16228	0.975187	0.000279	0.975187	0.000279	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.800000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16229	0.981721	0.019869	0.981721	0.019869	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.900000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16230	0.989468	0.000388	0.989468	0.000388	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	1.000000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16231	0.997047	0.003090	0.997047	0.003090	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.000000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16232	0.500584	0.043677	0.500584	0.043677	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.100000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16233	0.552154	0.044331	0.552154	0.044331	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.200000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16234	0.601075	0.046962	0.601075	0.046962	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.300000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16235	0.650743	0.039763	0.650743	0.039763	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.400000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16236	0.702803	0.035278	0.702803	0.035278	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.500000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16237	0.751452	0.030681	0.751452	0.030681	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.600000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16238	0.801871	0.029084	0.801871	0.029084	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.700000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16239	0.849542	0.028222	0.849542	0.028222	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.800000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16240	0.901973	0.018889	0.901973	0.018889	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.900000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16241	0.950584	0.018237	0.950584	0.018237	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	1.000000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16242	0.999398	0.000720	0.999398	0.000720	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.000000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16243	0.540983	0.024472	0.540983	0.024472	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.100000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16244	0.579280	0.014321	0.579280	0.014321	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.200000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16245	0.637414	0.030607	0.637414	0.030607	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.300000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16246	0.671778	0.021409	0.671778	0.021409	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.400000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16247	0.730799	0.014827	0.730799	0.014827	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.500000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16248	0.767116	0.009461	0.767116	0.009461	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.600000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16249	0.814834	0.021288	0.814834	0.021288	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.700000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16250	0.849914	0.013971	0.849914	0.013971	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.800000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16251	0.899309	0.006428	0.899309	0.006428	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.900000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16252	0.953370	0.010977	0.953370	0.010977	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	1.000000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16253	0.999760	0.000240	0.999760	0.000240	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.000000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16254	0.634085	0.001882	0.634085	0.001882	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.100000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16255	0.700951	0.017562	0.700951	0.017562	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.200000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16256	0.709968	0.033623	0.709968	0.033623	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.300000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16257	0.754602	0.024628	0.754602	0.024628	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.400000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16258	0.799135	0.000097	0.799135	0.000097	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.500000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16259	0.842976	0.015628	0.842976	0.015628	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.600000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16260	0.853052	0.000531	0.853052	0.000531	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.700000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16261	0.902766	0.010889	0.902766	0.010889	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.800000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16262	0.937015	0.012011	0.937015	0.012011	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.900000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16263	0.953779	0.004229	0.953779	0.004229	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	1.000000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16264	0.997282	0.000431	0.997282	0.000431	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.000000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16265	0.495034	0.158657	0.495034	0.158657	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.100000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16266	0.549331	0.169437	0.549331	0.169437	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.200000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16267	0.598547	0.163578	0.598547	0.163578	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.300000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16268	0.652571	0.155174	0.652571	0.155174	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.400000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16269	0.701406	0.142540	0.701406	0.142540	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.500000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16270	0.750418	0.133847	0.750418	0.133847	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.600000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16271	0.801136	0.113054	0.801136	0.113054	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.700000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16272	0.850464	0.090674	0.850464	0.090674	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.800000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16273	0.899896	0.062303	0.899896	0.062303	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.900000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16274	0.947382	0.032053	0.947382	0.032053	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	1.000000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16275	0.979000	0.019165	0.979000	0.019165	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.000000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16276	0.975348	0.010509	0.975348	0.010509	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.100000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16277	0.978963	0.029591	0.978963	0.029591	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.200000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16278	0.988028	0.020984	0.988028	0.020984	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.300000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16279	0.986351	0.018867	0.986351	0.018867	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.400000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16280	0.987258	0.018918	0.987258	0.018918	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.500000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16281	0.989345	0.018186	0.989345	0.018186	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.600000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16282	0.984385	0.012582	0.984385	0.012582	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.700000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16283	0.978255	0.000170	0.978255	0.000170	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.800000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16284	0.990218	0.001617	0.990218	0.001617	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.900000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16285	0.993740	0.013628	0.993740	0.013628	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	1.000000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16286	0.997639	0.002297	0.997639	0.002297	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.000000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16287	0.996398	0.012888	0.996398	0.012888	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.100000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16288	0.986428	0.000932	0.986428	0.000932	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.200000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16289	0.993717	0.002358	0.993717	0.002358	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.300000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16290	0.988546	0.001079	0.988546	0.001079	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.400000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16291	0.988185	0.002650	0.988185	0.002650	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.500000	5000	0.000000	0.300000	propagulePool	1	3000	0	1.000000	16292	0.994050	0.011199	0.994050	0.011199	1.000000	1.000000	1.000000	1.000000
