nDemes	nIndMaxPerDeme	Ntot	ntrlMuteRate	nQuantiLoci	selfingRate	fecundity	migRate	extRate	colonizationModel	recolonization	atGeneration	sexSystem	sexAvantage	seed	meanFemAlloc	sdFemAlloc	meanFemAllocCosexual	sdFemAllocCosexual	cosexualProportion	expFST_Nmax	expFST_Nobs	expFST_Rousset_Nmax
1000	100	100000	1e-05	1	0.000000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16045	0.881170	0.000829	0.881170	0.000829	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.100000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16046	0.882597	0.019695	0.882597	0.019695	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.200000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16047	0.893705	0.001844	0.893705	0.001844	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.300000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16048	0.909113	0.007822	0.909113	0.007822	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.400000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16049	0.899182	0.001807	0.899182	0.001807	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.500000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16050	0.937926	0.008446	0.937926	0.008446	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.600000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16051	0.949714	0.007013	0.949714	0.007013	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.700000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16052	0.954806	0.008856	0.954806	0.008856	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.800000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16053	0.976563	0.007935	0.976563	0.007935	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.900000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16054	0.981061	0.007069	0.981061	0.007069	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	1.000000	5000	0.100000	0.100000	propagulePool	1	3000	0	1.000000	16055	0.997499	0.001132	0.997499	0.001132	1.000000	0.968180	0.968180	0.966471
1000	100	100000	1e-05	1	0.000000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16056	0.967054	0.006109	0.967054	0.006109	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.100000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16057	0.983127	0.005070	0.983127	0.005070	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.200000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16058	0.969160	0.008188	0.969160	0.008188	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.300000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16059	0.949254	0.010106	0.949254	0.010106	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.400000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16060	0.979618	0.002966	0.979618	0.002966	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.500000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16061	0.986713	0.000504	0.986713	0.000504	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.600000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16062	0.992486	0.000326	0.992486	0.000326	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.700000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16063	0.979836	0.000135	0.979836	0.000135	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.800000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16064	0.990269	0.000115	0.990269	0.000115	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.900000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16065	0.997204	0.001987	0.997204	0.001987	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	1.000000	5000	0.100000	0.300000	propagulePool	1	3000	0	1.000000	16066	0.998311	0.003211	0.998311	0.003211	1.000000	0.991010	0.991010	0.989104
1000	100	100000	1e-05	1	0.000000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16067	0.501365	0.023794	0.501365	0.023794	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.100000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16068	0.552671	0.023666	0.552671	0.023666	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.200000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16069	0.600623	0.023473	0.600623	0.023473	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.300000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16070	0.652393	0.018954	0.652393	0.018954	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.400000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16071	0.699716	0.016907	0.699716	0.016907	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.500000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16072	0.750055	0.015943	0.750055	0.015943	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.600000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16073	0.801644	0.015469	0.801644	0.015469	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.700000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16074	0.850364	0.014156	0.850364	0.014156	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.800000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16075	0.901418	0.009582	0.901418	0.009582	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.900000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16076	0.949874	0.007567	0.949874	0.007567	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	1.000000	5000	1.000000	0.000000	propagulePool	1	3000	0	1.000000	16077	0.999647	0.000751	0.999647	0.000751	1.000000	0.197597	0.197597	0.197597
1000	100	100000	1e-05	1	0.000000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16078	0.668405	0.011759	0.668405	0.011759	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.100000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16079	0.690306	0.014130	0.690306	0.014130	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.200000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16080	0.754677	0.013172	0.754677	0.013172	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.300000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16081	0.794391	0.015893	0.794391	0.015893	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.400000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16082	0.825963	0.007933	0.825963	0.007933	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.500000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16083	0.824539	0.012908	0.824539	0.012908	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.600000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16084	0.873682	0.012267	0.873682	0.012267	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.700000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16085	0.907230	0.007978	0.907230	0.007978	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.800000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16086	0.934288	0.003111	0.934288	0.003111	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.900000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16087	0.962479	0.009722	0.962479	0.009722	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	1.000000	5000	1.000000	0.100000	propagulePool	1	3000	0	1.000000	16088	0.996417	0.004166	0.996417	0.004166	1.000000	0.753205	0.753205	0.743001
1000	100	100000	1e-05	1	0.000000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16089	0.905275	0.021833	0.905275	0.021833	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.100000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16090	0.879882	0.000440	0.879882	0.000440	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.200000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16091	0.913654	0.018977	0.913654	0.018977	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.300000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16092	0.921579	0.008356	0.921579	0.008356	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.400000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16093	0.940401	0.012923	0.940401	0.012923	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.500000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16094	0.919602	0.005529	0.919602	0.005529	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.600000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16095	0.946730	0.008392	0.946730	0.008392	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.700000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16096	0.969331	0.000162	0.969331	0.000162	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.800000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16097	0.967025	0.000417	0.967025	0.000417	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.900000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16098	0.985757	0.006072	0.985757	0.006072	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	1.000000	5000	1.000000	0.300000	propagulePool	1	3000	0	1.000000	16099	0.994703	0.000142	0.994703	0.000142	1.000000	0.917138	0.917138	0.901128
1000	100	100000	1e-05	1	0.000000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16100	0.504948	0.047074	0.504948	0.047074	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.100000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16101	0.551564	0.042479	0.551564	0.042479	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.200000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16102	0.602398	0.044106	0.602398	0.044106	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.300000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16103	0.653266	0.038911	0.653266	0.038911	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.400000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16104	0.701386	0.034499	0.701386	0.034499	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.500000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16105	0.750745	0.034056	0.750745	0.034056	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.600000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16106	0.801246	0.028678	0.801246	0.028678	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.700000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16107	0.850429	0.022371	0.850429	0.022371	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.800000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16108	0.901050	0.019768	0.901050	0.019768	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.900000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16109	0.950182	0.013107	0.950182	0.013107	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	1.000000	5000	10.000000	0.000000	propagulePool	1	3000	0	1.000000	16110	0.999767	0.000663	0.999767	0.000663	1.000000	0.020871	0.020871	0.020871
1000	100	100000	1e-05	1	0.000000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16111	0.543116	0.016617	0.543116	0.016617	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.100000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16112	0.591310	0.014268	0.591310	0.014268	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.200000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16113	0.631163	0.029085	0.631163	0.029085	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.300000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16114	0.683029	0.030122	0.683029	0.030122	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.400000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16115	0.729155	0.017929	0.729155	0.017929	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.500000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16116	0.775183	0.017305	0.775183	0.017305	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.600000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16117	0.811122	0.011571	0.811122	0.011571	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.700000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16118	0.863055	0.015042	0.863055	0.015042	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.800000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16119	0.909444	0.009091	0.909444	0.009091	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.900000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16120	0.952202	0.007114	0.952202	0.007114	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	1.000000	5000	10.000000	0.100000	propagulePool	1	3000	0	1.000000	16121	0.999745	0.000518	0.999745	0.000518	1.000000	0.239645	0.239645	0.229776
1000	100	100000	1e-05	1	0.000000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16122	0.651923	0.023782	0.651923	0.023782	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.100000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16123	0.685800	0.014629	0.685800	0.014629	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.200000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16124	0.726456	0.004896	0.726456	0.004896	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.300000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16125	0.762774	0.012303	0.762774	0.012303	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.400000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16126	0.786847	0.038250	0.786847	0.038250	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.500000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16127	0.828444	0.000112	0.828444	0.000112	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.600000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16128	0.871706	0.034759	0.871706	0.034759	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.700000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16129	0.888203	0.012874	0.888203	0.012874	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.800000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16130	0.935673	0.018306	0.935673	0.018306	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.900000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16131	0.974207	0.009263	0.974207	0.009263	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	1.000000	5000	10.000000	0.300000	propagulePool	1	3000	0	1.000000	16132	0.999958	0.000309	0.999958	0.000309	1.000000	0.535914	0.535914	0.487208
1000	100	100000	1e-05	1	0.000000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16133	0.500023	0.163791	0.500023	0.163791	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.100000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16134	0.550440	0.161344	0.550440	0.161344	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.200000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16135	0.602378	0.161759	0.602378	0.161759	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.300000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16136	0.651934	0.154728	0.651934	0.154728	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.400000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16137	0.702567	0.144343	0.702567	0.144343	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.500000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16138	0.751313	0.130114	0.751313	0.130114	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.600000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16139	0.800685	0.108276	0.800685	0.108276	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.700000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16140	0.850521	0.087438	0.850521	0.087438	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.800000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16141	0.900941	0.058491	0.900941	0.058491	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.900000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16142	0.947369	0.032549	0.947369	0.032549	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	1.000000	5000	0.000000	0.000000	propagulePool	1	3000	0	1.000000	16143	0.977127	0.020713	0.977127	0.020713	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.000000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16144	0.982934	0.026554	0.982934	0.026554	1.000000	1.000000	1.000000	1.000000
1000	100	100000	1e-05	1	0.100000	5000	0.000000	0.100000	propagulePool	1	3000	0	1.000000	16145	0.982794	0.021502	0.982794	0.021502	1.000000	1.000000	1.000000	1.000000
