	0.0	1e-05	2e-05	3e-05	4e-05	5e-05	6e-05	7e-05	8e-05	9e-05	0.0001	0.0002	0.0003	0.0004	0.0005	0.0006	0.0007	0.0008	0.0009	0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01	0.02	0.03	0.04	0.05	0.06	0.07	0.08	0.09	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1.0

0.0	3.99993528073872e-10	3.99953755164413e-7	3.99977433902000e-7	3.99966709752580e-7	3.99975886119244e-7	3.99984840624221e-7	3.99994175648326e-7	3.99982008181323e-7	3.99992877026847e-7	3.99982447141896e-7	3.99995156884472e-7	3.99979043109171e-7	3.99979633266244e-7	3.99997971368217e-7	3.99989851048019e-7	3.99999719939058e-7	3.99983287338287e-7	3.99984847453104e-7	3.99982310424491e-7	3.99997799109918e-7	3.99992363374912e-7	3.99996172725004e-7	3.99987100938081e-7	3.99987377988973e-7	3.99996989389459e-7	3.99993812421378e-7	3.99999977435342e-7	3.99993287623804e-7	3.99995988230204e-7	3.99982863339569e-7	3.99995916440047e-7	3.99990805289140e-7	3.99989682057447e-7	3.99992641067994e-7	3.99999472834647e-7	3.99988334984069e-7	4.00003199814328e-7	3.99999981181369e-7	4.00010963153868e-7	4.00001326218064e-7	3.99971327993511e-7	3.99987580754354e-7	3.99983490734282e-7	4.00003654657700e-7	4.00002996336256e-7	3.99981771231706e-7	3.99984858861314e-7	
1e-05	3.99405071490680e-10	1.99939763543684e-7	2.66426814975297e-7	2.99677390311209e-7	3.19613183249364e-7	3.32918190927083e-7	3.42406165640829e-7	3.49539216558724e-7	3.55070647730278e-7	3.59514340394533e-7	3.63132925448189e-7	3.80397617396800e-7	3.86522566382455e-7	3.89659075709258e-7	3.91565241024417e-7	3.92846220781597e-7	3.93766305162998e-7	3.94481133566481e-7	3.95021924751473e-7	3.95455814399851e-7	3.97411008337802e-7	3.98062888518997e-7	3.98410231409942e-7	3.98605732336198e-7	3.98737302243627e-7	3.98833268204801e-7	3.98907741880481e-7	3.98968615447398e-7	3.98998457794945e-7	3.99194975297238e-7	3.99253601623889e-7	3.99296127322032e-7	3.99298009427054e-7	3.99332488354499e-7	3.99335755731479e-7	3.99331745767338e-7	3.99342781809775e-7	3.99370033105201e-7	3.99378419527051e-7	3.99391647405975e-7	3.99374523984410e-7	3.99373606744030e-7	3.99390025815114e-7	3.99401141554184e-7	3.99385349089017e-7	3.99386394880296e-7	3.99383847995190e-7	
2e-05	3.98797419488915e-10	1.33237857456257e-7	1.99638671941881e-7	2.39484502047170e-7	2.66036390728198e-7	2.84998954427051e-7	2.99235127086014e-7	3.10293578282310e-7	3.19138900576384e-7	3.26392817066740e-7	3.32421995200195e-7	3.62586761772989e-7	3.73918052627424e-7	3.79845550455807e-7	3.83476802622025e-7	3.85957209879540e-7	3.87734442886924e-7	3.89080911000935e-7	3.90138582684694e-7	3.90993781780986e-7	3.94868004876182e-7	3.96155307140161e-7	3.96810029754482e-7	3.97220400200979e-7	3.97472639967373e-7	3.97666850811914e-7	3.97809075606131e-7	3.97914911381167e-7	3.98015855306869e-7	3.98398697381889e-7	3.98524827360379e-7	3.98614676926867e-7	3.98641749663645e-7	3.98663277490028e-7	3.98685178174220e-7	3.98688159494617e-7	3.98717644647981e-7	3.98730906000330e-7	3.98759720911900e-7	3.98773129609284e-7	3.98768747716328e-7	3.98772486791444e-7	3.98786696112690e-7	3.98789640737443e-7	3.98802557089932e-7	3.98782246724656e-7	3.98795079966400e-7	
3e-05	3.98212477722331e-10	9.98844651010241e-8	1.59564177353266e-7	1.99344849648122e-7	2.27756250275294e-7	2.49062462605710e-7	2.65646896804518e-7	2.78902001212990e-7	2.89745830996434e-7	2.98781238393559e-7	3.06442582358387e-7	3.46333959073515e-7	3.62047351023885e-7	3.70457858904867e-7	3.75704366734911e-7	3.79276774349537e-7	3.81857672737458e-7	3.83843304340326e-7	3.85371528500335e-7	3.86629688915938e-7	3.92339765745807e-7	3.94271905422896e-7	3.95251358561822e-7	3.95830303099423e-7	3.96223870520319e-7	3.96515452035294e-7	3.96724863244174e-7	3.96897322035902e-7	3.97024881788062e-7	3.97592903100343e-7	3.97808268637200e-7	3.97923235185000e-7	3.97953186305124e-7	3.98006189724491e-7	3.98046472002184e-7	3.98056369830714e-7	3.98082154341494e-7	3.98103617252908e-7	3.98152425169347e-7	3.98165856719771e-7	3.98152511920976e-7	3.98161918771031e-7	3.98195993556291e-7	3.98190403458767e-7	3.98187768858443e-7	3.98189546762940e-7	3.98195736567426e-7	
4e-05	3.97627527746057e-10	7.98682836487242e-8	1.32841270472128e-7	1.70675316521231e-7	1.99048572648646e-7	2.21115095392808e-7	2.38767018064578e-7	2.53208421794820e-7	2.65241910288178e-7	2.75423061951390e-7	2.84164572733872e-7	3.31443484597785e-7	3.50903234934080e-7	3.61526205032437e-7	3.68208839637956e-7	3.72794121985790e-7	3.76149588998955e-7	3.78698255416740e-7	3.80715904511115e-7	3.82338338030634e-7	3.89825020268724e-7	3.92389496103376e-7	3.93688956923308e-7	3.94456188673191e-7	3.94989707274787e-7	3.95355873081163e-7	3.95653831565099e-7	3.95870501762978e-7	3.96046407030928e-7	3.96820486387705e-7	3.97080614651386e-7	3.97220654843781e-7	3.97297566862398e-7	3.97359738553436e-7	3.97396396488848e-7	3.97413409397131e-7	3.97435656736378e-7	3.97465084570760e-7	3.97533542056731e-7	3.97569774641348e-7	3.97569183704455e-7	3.97561707485061e-7	3.97593206520605e-7	3.97600508260970e-7	3.97605317849536e-7	3.97585223766373e-7	3.97585670502640e-7	
5e-05	3.97023499336675e-10	6.65248345265900e-8	1.13754721767271e-7	1.49174970148767e-7	1.76713004498459e-7	1.98749077096044e-7	2.16777816880002e-7	2.31800993427214e-7	2.44512074140170e-7	2.55406403040691e-7	2.64847205199166e-7	3.17733349328668e-7	3.40384522498785e-7	3.52979831537592e-7	3.60974056240910e-7	3.66519320884298e-7	3.70602208211182e-7	3.73703663655804e-7	3.76166932494440e-7	3.78137483909369e-7	3.87365327106009e-7	3.90528557536807e-7	3.92121711179582e-7	3.93096695819283e-7	3.93746973950857e-7	3.94208850470498e-7	3.94572779826695e-7	3.94833277846898e-7	3.95057177696232e-7	3.96036084988494e-7	3.96362801569866e-7	3.96527757260939e-7	3.96629478633493e-7	3.96700793649249e-7	3.96755881931884e-7	3.96779804166754e-7	3.96798346607894e-7	3.96836077239728e-7	3.96924113678142e-7	3.96960846095701e-7	3.96950621060784e-7	3.96970044436510e-7	3.96978814631475e-7	3.96998509512858e-7	3.96988404256412e-7	3.96990677991551e-7	3.96984476570298e-7	
6e-05	3.96448108423605e-10	5.69944599524938e-8	9.94354959090607e-8	1.32446820398894e-7	1.58855461583027e-7	1.80452190093556e-7	1.98456423377308e-7	2.13690264815617e-7	2.26747214471703e-7	2.38062461584735e-7	2.47962385012386e-7	3.05066544929836e-7	3.30456520693393e-7	3.44792676145927e-7	3.54024356443344e-7	3.60441855015210e-7	3.65187823805217e-7	3.68812109075636e-7	3.71699596607490e-7	3.74023459267246e-7	3.84915969408606e-7	3.88666135074679e-7	3.90591850805835e-7	3.91750598825422e-7	3.92516398852738e-7	3.93073094010859e-7	3.93502476463784e-7	3.93828278450672e-7	3.94078002702352e-7	3.95238649576811e-7	3.95653564120382e-7	3.95843341200648e-7	3.95947830301521e-7	3.96050266389767e-7	3.96101642864741e-7	3.96132451239541e-7	3.96169351888797e-7	3.96215063884541e-7	3.96323167615029e-7	3.96359802407664e-7	3.96362392314112e-7	3.96365164510435e-7	3.96393666324195e-7	3.96405057716278e-7	3.96401204003581e-7	3.96404095178047e-7	3.96392513037155e-7	
7e-05	3.95870636018101e-10	4.98444741021199e-8	8.83042307921720e-8	1.19065726110978e-7	1.44238508045603e-7	1.65206829950618e-7	1.82956034755868e-7	1.98158418826026e-7	2.11342148581111e-7	2.22877238724699e-7	2.33054330914517e-7	2.93358934955412e-7	3.21052610929006e-7	3.36978231263962e-7	3.47305029007135e-7	3.54551798664969e-7	3.59920223349018e-7	3.64039260883626e-7	3.67330645166215e-7	3.69992677513434e-7	3.82475663618609e-7	3.86844055615641e-7	3.89054650747345e-7	3.90394907994794e-7	3.91296665527362e-7	3.91947363974795e-7	3.92419872133062e-7	3.92810526809671e-7	3.93107603589807e-7	3.94470829621605e-7	3.94929719928064e-7	3.95166110211119e-7	3.95295270968090e-7	3.95384866759262e-7	3.95454596402951e-7	3.95492357224758e-7	3.95547346251914e-7	3.95579195886573e-7	3.95728896566716e-7	3.95766027708190e-7	3.95759549245269e-7	3.95767191965828e-7	3.95793523677301e-7	3.95818763556342e-7	3.95821075260945e-7	3.95802909597500e-7	3.95805809428449e-7	
8e-05	3.95272745076559e-10	4.42861887562936e-8	7.93956171195972e-8	1.08118623104699e-7	1.32051711449073e-7	1.52308499302669e-7	1.69662402716513e-7	1.84709757346402e-7	1.97864947118218e-7	2.09480892483963e-7	2.19805308899401e-7	2.82475508127767e-7	3.12165155017895e-7	3.29475589088061e-7	3.40822150669127e-7	3.48820487396085e-7	3.54772990310824e-7	3.59379974299512e-7	3.63035871754855e-7	3.66021403463706e-7	3.80085425989597e-7	3.85017911390881e-7	3.87530572953331e-7	3.89050169785817e-7	3.90064900998863e-7	3.90808759884135e-7	3.91367349446261e-7	3.91800658546942e-7	3.92144845960995e-7	3.93687529026022e-7	3.94212096829555e-7	3.94494974455890e-7	3.94626735950037e-7	3.94747304614127e-7	3.94813339632933e-7	3.94857952595849e-7	3.94909243401102e-7	3.94949328532906e-7	3.95118422734978e-7	3.95155480130472e-7	3.95162099863226e-7	3.95175032710708e-7	3.95199419036940e-7	3.95215888898108e-7	3.95225574920525e-7	3.95207808879027e-7	3.95225719233155e-7	
9e-05	3.94694855352793e-10	3.98376592975245e-8	7.21072872428330e-8	9.89968110753431e-8	1.21747554280107e-7	1.41246138248603e-7	1.58142613336183e-7	1.72934061250285e-7	1.85985226964859e-7	1.97574785848676e-7	2.07952820934316e-7	2.72345418530421e-7	3.03719790714595e-7	3.22282617945354e-7	3.34562631158810e-7	3.43278117875020e-7	3.49779339037815e-7	3.54829289057032e-7	3.58851754779886e-7	3.62147150496488e-7	3.77701342592761e-7	3.83207971211865e-7	3.86018345697128e-7	3.87715166601291e-7	3.88863231425904e-7	3.89677841751670e-7	3.90300208962850e-7	3.90775809899101e-7	3.91166714190250e-7	3.92909566966018e-7	3.93499448598469e-7	3.93806755272174e-7	3.93963054456027e-7	3.94092631106723e-7	3.94176851683869e-7	3.94228383023797e-7	3.94297899534936e-7	3.94323967318814e-7	3.94512694878728e-7	3.94572567838381e-7	3.94569416121735e-7	3.94587472206351e-7	3.94609566589059e-7	3.94639218736434e-7	3.94633642811300e-7	3.94615199046951e-7	3.94629056452169e-7	
